aaer_release_to_party_fkey,aaer_release_fkey,raw_name,party_type_fkey,type,auditor_fkey,auditor_name,auditor_affiliate_fkey,aud_aff_name,cik,company_name,law_firm_fkey,law_firm_name
5475,578,Professional Transportation Group Ltd Inc,3,Entity,,,,,1035120,PROFESSIONAL TRANSPORTATION GROUP LTD INC,,
5479,579,Axion International Holdings Inc,3,Entity,,,,,753048,"AXION INTERNATIONAL HOLDINGS, INC.",,
5481,581,Scivanta Medical Corp,3,Entity,,,,,1093285,SCIVANTA MEDICAL CORP,,
5483,582,North Face Inc,3,Entity,,,,,1013749,NORTH FACE INC,,
5487,580,Corrpro Companies Inc /oh/,3,Entity,,,,,907072,CORRPRO COMPANIES INC /OH/,,
5490,583,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
5492,584,Pro After Inc,3,Entity,,,,,1087831,PRO AFTER INC,,
5494,585,Move Inc,3,Entity,,,,,1085770,MOVE INC,,
5496,587,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
5498,586,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
5503,589,Oak Industries Inc,3,Entity,,,,,73568,OAK INDUSTRIES INC,,
5510,592,Nextcard Inc,3,Entity,,,,,1081015,NEXTCARD INC,,
5515,593,Nextcard Inc,3,Entity,,,,,1081015,NEXTCARD INC,,
5520,594,Nvidia Corp,3,Entity,,,,,1045810,NVIDIA CORP,,
5523,595,Pro After Inc,3,Entity,,,,,1087831,PRO AFTER INC,,
5526,596,Craig Consumer Electronics Inc,3,Entity,,,,,1009869,CRAIG CONSUMER ELECTRONICS INC,,
5530,597,Move Inc,3,Entity,,,,,1085770,MOVE INC,,
5534,598,Move Inc,3,Entity,,,,,1085770,MOVE INC,,
5539,679,Cybear Inc,3,Entity,,,,,1036824,CYBEAR INC,,
5543,680,Nesco Inc,3,Entity,,,,,922868,NESCO INC/OK,,
5546,276,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
5551,273,Boss Holdings Inc,3,Entity,,,,,916802,BOSS HOLDINGS INC,,
5557,249,Siti-sites Com Inc,3,Entity,,,,,812551,SITI-SITES COM INC,,
5561,247,Indus International Inc,3,Entity,,,,,1041333,INDUS INTERNATIONAL INC,,
5565,246,Indus International Inc,3,Entity,,,,,1041333,INDUS INTERNATIONAL INC,,
5577,244,Swisher International Inc,3,Entity,,,,,808356,SWISHER INTERNATIONAL INC,,
5582,243,Swisher International Inc,3,Entity,,,,,808356,SWISHER INTERNATIONAL INC,,
5603,240,Baker Hughes Holdings Llc,3,Entity,,,,,808362,Baker Hughes Holdings LLC,,
5607,713,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
5608,713,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
5617,711,Anicom Inc,3,Entity,,,,,935802,ANICOM INC,,
5623,710,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
5624,710,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
5627,709,Golden Bear Golf Inc,3,Entity,,,,,1016370,GOLDEN BEAR GOLF INC,,
5629,707,Symbol Technologies Inc,3,Entity,,,,,278352,SYMBOL TECHNOLOGIES INC,,
5635,704,Encompass Health Corp,3,Entity,,,,,785161,Encompass Health Corp,,
5638,703,Encompass Health Corp,3,Entity,,,,,785161,Encompass Health Corp,,
5640,702,North Face Inc,3,Entity,,,,,1013749,NORTH FACE INC,,
5647,1874,Certified Services Inc,3,Entity,,,,,1118326,CERTIFIED SERVICES INC,,
5652,1929,Cendant Corporation,3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
5657,1667,Cendant Corporation,3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
5660,1711,Tenet Healthcare Corporation,3,Entity,,,,,70318,TENET HEALTHCARE CORP,,
5665,1715,"Take-Two Interactive Software, Inc.",3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
5667,1716,"Take-Two Interactive Software, Inc.",3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
5669,1717,"Faro Technologies, Inc.",3,Entity,,,,,917491,FARO TECHNOLOGIES INC,,
5674,1719,"UCI Medical Affiliates, Inc.",3,Entity,,,,,737561,UCI MEDICAL AFFILIATES INC,,
5676,1720,"Weida Communications, Inc.",3,Entity,,,,,855581,"WEIDA COMMUNICATIONS, INC.",,
5678,1721,"American International Group, Inc.",3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
5682,1723,"United Rentals, Inc.",3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
5688,1724,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
5692,1726,"American International Group, Inc.",3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
5696,1727,Afinsa Bienes Tangibles S A,3,Entity,,,,,1043381,AFINSA BIENES TANGIBLES S A,,
5700,1728,Royal Ahold,3,Entity,,,,,869425,Royal Ahold Delhaize,,
5701,1728,US Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
5703,718,Hexagon Consolidated Companies Of America Inc,3,Entity,,,,,1010474,HEXAGON CONSOLIDATED COMPANIES OF AMERICA INC,,
5710,719,Acrodyne Communications Inc,3,Entity,,,,,883296,ACRODYNE COMMUNICATIONS INC,,
5715,235,Madera International Inc,3,Entity,,,,,810750,MADERA INTERNATIONAL INC,,
5717,234,Madera International Inc,3,Entity,,,,,810750,MADERA INTERNATIONAL INC,,
5720,451,California Software Corp,3,Entity,,,,,1077913,CALIFORNIA SOFTWARE CORP,,
5723,450,Freedom Surf Inc,3,Entity,,,,,1102301,"Rahaxi, Inc.",,
5730,430,Crg Liquidation Co,3,Entity,,,,,919869,CRG Liquidation CO,,
5737,429,Physician Computer Network Inc /nj,3,Entity,,,,,861438,PHYSICIAN COMPUTER NETWORK INC /NJ,,
5739,428,Physician Computer Network Inc /nj,3,Entity,,,,,861438,PHYSICIAN COMPUTER NETWORK INC /NJ,,
5740,422,Pinnacle Holdings Inc,3,Entity,,,,,1058986,PINNACLE HOLDINGS INC,,
5741,422,Avon Products Inc,3,Entity,,,,,8868,AVON PRODUCTS INC,,
5751,725,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
5752,725,Genuity Inc,3,Entity,,,,,1110794,GENUITY INC,,
5757,699,Nexpub Inc,3,Entity,,,,,793375,NEXPUB INC,,
5760,698,Cyberguard Corp,3,Entity,,,,,927133,CYBERGUARD CORP,,
5762,697,American Bank Note Holographics Inc,3,Entity,,,,,1052489,AMERICAN BANK NOTE HOLOGRAPHICS INC,,
5763,697,American Banknote Corp,3,Entity,,,,,51124,AMERICAN BANKNOTE CORP,,
5767,695,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
5771,693,Chancellor Corp,3,Entity,,,,,724051,CHANCELLOR CORP,,
5787,691,Chancellor Corp,3,Entity,,,,,724051,CHANCELLOR CORP,,
5800,689,"Iconix Brand Group, Inc.",3,Entity,,,,,857737,"ICONIX BRAND GROUP, INC.",,
5802,688,"Iconix Brand Group, Inc.",3,Entity,,,,,857737,"ICONIX BRAND GROUP, INC.",,
5804,687,"Iconix Brand Group, Inc.",3,Entity,,,,,857737,"ICONIX BRAND GROUP, INC.",,
5807,685,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
5808,685,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
5817,684,Cybear Inc,3,Entity,,,,,1036824,CYBEAR INC,,
5818,684,Andrx Corp,3,Entity,,,,,911755,ANDRX CORP,,
5819,684,Andrx Corp /de/,3,Entity,,,,,1123337,ANDRX CORP /DE/,,
5825,682,"Celebdirect, Inc.",3,Entity,,,,,1069793,"CelebDirect, Inc.",,
5838,653,Mca Financial Corp /mi/,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
5835,661,"Avis Budget Group, Inc.",3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
5842,637,California Micro Devices Corp,3,Entity,,,,,800460,CALIFORNIA MICRO DEVICES CORP,,
5845,624,W R Grace & Co,3,Entity,,,,,1045309,W R GRACE & CO,,
5849,623,W R Grace & Co,3,Entity,,,,,1045309,W R GRACE & CO,,
5854,1747,Fb Corp,3,Entity,,,,,710507,FB Corp,,
5859,1749,Johnson Controls International Plc,3,Entity,,,,,833444,Johnson Controls International plc,,
5862,1750,Uci Medical Affiliates Inc,3,Entity,,,,,737561,UCI MEDICAL AFFILIATES INC,,
5864,1751,First Bancorp,3,Entity,,,,,1057706,FIRST BANCORP /PR/,,
5866,1752,China Logistics Group Inc,3,Entity,,,,,1123493,China Logistics Group Inc,,
5868,1753,"Iworld Projects & Systems, Inc.",3,Entity,,,,,1140298,"iWorld Projects & Systems, Inc.",,
5870,1754,"American International Group, Inc.",3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
5871,1754,General Re Corp,3,Entity,,,,,317745,GENERAL RE CORP,,
5873,1755,Beazer Homes Usa Inc,3,Entity,,,,,915840,BEAZER HOMES USA INC,,
5875,1756,American Italian Pasta Co,3,Entity,,,,,849667,AMERICAN ITALIAN PASTA CO,,
5884,1757,Suprema Specialties Inc,3,Entity,,,,,872867,SUPREMA SPECIALTIES INC,,
5886,1758,Tenet Healthcare Corp,3,Entity,,,,,70318,TENET HEALTHCARE CORP,,
5889,1759,Dvi Inc,3,Entity,,,,,801550,DVI INC,,
5891,1760,American Italian Pasta Co,3,Entity,,,,,849667,AMERICAN ITALIAN PASTA CO,,
5894,1761,American Italian Pasta Co,3,Entity,,,,,849667,AMERICAN ITALIAN PASTA CO,,
5896,1762,Certified Services Inc,3,Entity,,,,,1118326,CERTIFIED SERVICES INC,,
5901,1765,Enron Corp,3,Entity,,,,,1024401,ENRON CORP/OR/,,
5905,1766,Bernard L. Madoff Investment Securities Llc,3,Entity,,,,,61369,BERNARD L. MADOFF INVESTMENT SECURITIES LLC,,
5908,1767,Quest Resource Corp,3,Entity,,,,,775351,QUEST RESOURCE CORP,,
5911,1768,First Canadian American Holding Corp,3,Entity,,,,,1035789,FIRST CANADIAN AMERICAN HOLDING CORP,,
5913,1769,General Re Corp,3,Entity,,,,,317745,GENERAL RE CORP,,
5914,1769,"American International Group, Inc.",3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
5916,1770,Cardinal Health Inc,3,Entity,,,,,721371,CARDINAL HEALTH INC,,
5918,1771,Cardinal Health Inc,3,Entity,,,,,721371,CARDINAL HEALTH INC,,
5920,1772,Cardinal Health Inc,3,Entity,,,,,721371,CARDINAL HEALTH INC,,
5922,1773,Powercold Corp,3,Entity,,,,,827055,POWERCOLD CORP,,
5925,1775,Mercury Interactive Corp,3,Entity,,,,,867058,MERCURY INTERACTIVE CORP,,
5931,1778,United Industrial Corp,3,Entity,,,,,101271,UNITED INDUSTRIAL CORP /DE/,,
5934,1779,"Geo Securities, Inc.",3,Entity,,,,,1056897,"GEO SECURITIES, INC.",,
5938,1780,Pegasus Wireless Corp,3,Entity,,,,,1126752,PEGASUS WIRELESS CORP,,
5940,1813,Aspentech Corp,3,Entity,,,,,929940,ASPENTECH Corp,,
5942,1814,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
5945,1816,Krispy Kreme Doughnuts Inc,3,Entity,,,,,1100270,KRISPY KREME DOUGHNUTS INC,,
5948,1818,Aspentech Corp,3,Entity,,,,,929940,ASPENTECH Corp,,
5950,1820,Pace American Group Inc,3,Entity,,,,,855334,PACE AMERICAN GROUP INC,,
5965,1825,Anicom Inc,3,Entity,,,,,935802,ANICOM INC,,
5967,1826,Metlife Inc,3,Entity,,,,,1099219,METLIFE INC,,
5972,1827,Detour Media Group Inc,3,Entity,,,,,935730,DETOUR MEDIA GROUP INC,,
5974,1828,Fb Corp,3,Entity,,,,,710507,FB Corp,,
5979,1830,Meridian Holdings Inc,3,Entity,,,,,1071758,MERIDIAN HOLDINGS INC,,
5985,52,Model Imperial Inc,3,Entity,,,,,921550,MODEL IMPERIAL INC,,
5994,49,"Nikko Alternative Asset Management, Inc.",3,Entity,,,,,72062,"NIKKO ALTERNATIVE ASSET MANAGEMENT, INC.",,
5999,46,W R Grace & Co,3,Entity,,,,,1045309,W R GRACE & CO,,
6007,44,Scientific Software Intercomp Inc,3,Entity,,,,,87822,SCIENTIFIC SOFTWARE INTERCOMP INC,,
6009,43,Scientific Software Intercomp Inc,3,Entity,,,,,87822,SCIENTIFIC SOFTWARE INTERCOMP INC,,
6011,40,"Trinergy Global, Inc.",3,Entity,,,,,1534731,"Trinergy Global, Inc.",,
6025,193,Jo-ann Stores Inc,3,Entity,,,,,34151,JO-ANN STORES INC,,
6027,190,Jo-ann Stores Inc,3,Entity,,,,,34151,JO-ANN STORES INC,,
6029,189,Jo-ann Stores Inc,3,Entity,,,,,34151,JO-ANN STORES INC,,
6031,188,Jo-ann Stores Inc,3,Entity,,,,,34151,JO-ANN STORES INC,,
6037,183,Cypress Bioscience Inc,3,Entity,,,,,716054,CYPRESS BIOSCIENCE INC,,
6040,182,Perseptive Biosystems Inc,3,Entity,,,,,859640,PERSEPTIVE BIOSYSTEMS INC,,
6048,177,Laser Technology Inc,3,Entity,,,,,889899,LASER TECHNOLOGY INC,,
6053,176,Micro Warehouse Inc,3,Entity,,,,,892872,MICRO WAREHOUSE INC,,
6056,175,Abs Industries Inc /de/,3,Entity,,,,,313368,ABS INDUSTRIES INC /DE/,,
6062,166,Aura Systems Inc,3,Entity,,,,,826253,AURA SYSTEMS INC,,
6064,160,Itex Corp,3,Entity,,,,,860518,ITEX CORP,,
6067,159,Itex Corp,3,Entity,,,,,860518,ITEX CORP,,
6073,155,Ferrofluidics Corp,3,Entity,,,,,353286,FERROFLUIDICS CORP,,
6077,153,Intile Designs Inc,3,Entity,,,,,890286,INTILE DESIGNS INC,,
6083,148,Micro Warehouse Inc,3,Entity,,,,,892872,MICRO WAREHOUSE INC,,
6085,147,Ferrofluidics Corp,3,Entity,,,,,353286,FERROFLUIDICS CORP,,
6089,146,Firstmark Corp /me/,3,Entity,,,,,820588,FIRSTMARK CORP /ME/,,
6096,2395,La Paz Mining Corp,3,Entity,,,,,1554041,La Paz Mining Corp.,,
6097,2395,Tuba City Gold Corp,3,Entity,,,,,1559684,Tuba City Gold Corp.,,
6098,2395,Braxton Resources Inc,3,Entity,,,,,1559124,BRAXTON RESOURCES INC.,,
6099,2395,Clearpoint Resources Inc,3,Entity,,,,,1559123,Clearpoint Resources Inc.,,
6100,2395,Gold Camp Explorations Inc,3,Entity,,,,,1559686,Gold Camp Explorations Inc.,,
6101,2395,Gaspard Mining Inc,3,Entity,,,,,1559125,Gaspard Mining Inc.,,
6102,2395,Coronation Mining Corp,3,Entity,,,,,1559165,Coronation Mining Corp.,,
6103,2395,Jewel Explorations Inc,3,Entity,,,,,1559122,Jewel Explorations Inc.,,
6104,2395,Canyon Minerals Inc,3,Entity,,,,,1559126,Canyon Minerals Inc.,,
6111,2394,Chum Mining Group Inc,3,Entity,,,,,1559687,Chum Mining Group Inc.,,
6112,2394,Eclipse Resources Inc,3,Entity,,,,,1559685,Eclipse Resources Inc.,,
6113,2394,Seaview Resources Inc,3,Entity,,,,,1555950,Seaview Resources Inc.,,
6114,2394,Yuma Resources Inc,3,Entity,,,,,1555947,Yuma Resources Inc.,,
6115,2394,Lost Hills Mining Inc,3,Entity,,,,,1555946,Lost Hills Mining Inc.,,
6117,2394,Cbl Resources Inc,3,Entity,,,,,1555945,CBL Resources Inc.,,
6119,2394,Kingman River Resources Inc,3,Entity,,,,,1555948,Kingman River Resources Inc.,,
6121,2394,Goldstream Mining Inc,3,Entity,,,,,1554157,Goldstream Mining Inc.,,
6122,2394,Stone Boat Mining Corp,3,Entity,,,,,1553828,Stone Boat Mining corp.,,
6131,2393,Chum Mining Group Inc,3,Entity,,,,,1559687,Chum Mining Group Inc.,,
6132,2393,Eclipse Resources Inc,3,Entity,,,,,1559685,Eclipse Resources Inc.,,
6144,2255,Asthma Disease Management Inc,3,Entity,,,,,774746,ASTHMA DISEASE MANAGEMENT INC,,
6152,1982,Siemens Aktiengesellschaft,3,Entity,,,,,1135644,SIEMENS AKTIENGESELLSCHAFT,,
6161,2015,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
6165,2054,Kentucky Energy Inc,3,Entity,,,,,1130126,"Kentucky Energy, Inc.",,
6170,1852,Ulticom Inc,3,Entity,,,,,1103184,"ULTICOM, INC",,
6171,1852,Comverse Technology Inc/ny/,3,Entity,,,,,803014,COMVERSE TECHNOLOGY INC/NY/,,
6175,1730,Take Two Interactive Software Inc,3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
6177,1731,Certified Services Inc,3,Entity,,,,,1118326,CERTIFIED SERVICES INC,,
6186,1734,Csk Auto Corp,3,Entity,,,,,1051848,CSK AUTO CORP,,
6191,1735,Countrywide Financial Corp,3,Entity,,,,,25191,COUNTRYWIDE FINANCIAL CORP,,
6194,1746,Newpark Resources Inc,3,Entity,,,,,71829,NEWPARK RESOURCES INC,,
6201,1831,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6202,1831,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6204,1832,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6205,1832,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6208,1833,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6209,1833,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6212,1834,Endocare Inc,3,Entity,,,,,1003464,ENDOCARE INC,,
6221,1836,Cablevision Systems Corp /ny,3,Entity,,,,,1053112,CABLEVISION SYSTEMS CORP /NY,,
6222,1836,Amc Networks Inc,3,Entity,,,,,1514991,AMC Networks Inc.,,
6227,1837,Cablevision Systems Corp /ny,3,Entity,,,,,1053112,CABLEVISION SYSTEMS CORP /NY,,
6228,1837,Amc Networks Inc,3,Entity,,,,,1514991,AMC Networks Inc.,,
6231,1838,Amc Networks Inc,3,Entity,,,,,1514991,AMC Networks Inc.,,
6235,1839,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
6244,119,Idb Communications Group Inc,3,Entity,,,,,799319,IDB COMMUNICATIONS GROUP INC,,
6251,1841,Aremissoft Corp /de/,3,Entity,,,,,1065152,AREMISSOFT CORP /DE/,,
6253,115,Ferrofluidics Corp,3,Entity,,,,,353286,FERROFLUIDICS CORP,,
6255,1842,Aremissoft Corp /de/,3,Entity,,,,,1065152,AREMISSOFT CORP /DE/,,
6261,1843,Aremissoft Corp /de/,3,Entity,,,,,1065152,AREMISSOFT CORP /DE/,,
6264,1844,Aremissoft Corp /de/,3,Entity,,,,,1065152,AREMISSOFT CORP /DE/,,
6277,1518,Zurich Insurance Group Ltd/fi,3,Entity,,,,,1127799,Zurich Insurance Group Ltd/FI,,
6280,1519,Scor Holding (Switzerland) Ltd,3,Entity,,,,,1162586,SCOR HOLDING (SWITZERLAND) LTD,,
6283,1520,Blue Coat Systems Inc,3,Entity,,,,,1095600,BLUE COAT SYSTEMS INC,,
6285,1521,Avis Budget Group Inc,3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
6288,1522,Avis Budget Group Inc,3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
6291,1523,Anicom Inc,3,Entity,,,,,935802,ANICOM INC,,
6294,1524,First Bancorp /pr/,3,Entity,,,,,1057706,FIRST BANCORP /PR/,,
6296,1525,Chancellor Corp,3,Entity,,,,,724051,CHANCELLOR CORP,,
6301,1526,Bank Of Montreal /can/,3,Entity,,,,,927971,BANK OF MONTREAL /CAN/,,
6302,1526,Optionable Inc,3,Entity,,,,,1303433,Optionable Inc,,
6304,1527,Applix Inc /ma/,3,Entity,,,,,932112,APPLIX INC /MA/,,
6308,1528,Mca Financial Corp /mi/,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
6312,1529,Aspentech Corp,3,Entity,,,,,929940,ASPENTECH Corp,,
6316,1531,Retail Pro Inc,3,Entity,,,,,866535,"Retail Pro, Inc.",,
6319,1532,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
6322,1533,Duane Reade Inc,3,Entity,,,,,895364,DUANE READE INC,,
6324,1534,American Italian Pasta Co,3,Entity,,,,,849667,AMERICAN ITALIAN PASTA CO,,
6326,1535,Lumenis Ltd,3,Entity,,,,,1004945,LUMENIS LTD,,
6328,1536,Safenet Inc,3,Entity,,,,,850313,SAFENET INC,,
6330,1537,American Italian Pasta Co,3,Entity,,,,,849667,AMERICAN ITALIAN PASTA CO,,
6332,1538,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
6334,1539,China Logistics Group Inc,3,Entity,,,,,1123493,China Logistics Group Inc,,
6337,1540,Bally Technologies Inc,3,Entity,,,,,2491,"BALLY TECHNOLOGIES, INC.",,
6339,1541,Bally Technologies Inc,3,Entity,,,,,2491,"BALLY TECHNOLOGIES, INC.",,
6343,1544,China Logistics Group Inc,3,Entity,,,,,1123493,China Logistics Group Inc,,
6345,1545,Citi Investor Services Inc,3,Entity,,,,,883587,"Citi Investor Services, Inc.",,
6348,1546,First Bancorp /pr/,3,Entity,,,,,1057706,FIRST BANCORP /PR/,,
6349,1546,Doral Financial Corp,3,Entity,,,,,840889,DORAL FINANCIAL CORP,,
6351,1547,Apple Inc,3,Entity,,,,,320193,Apple Inc.,,
6353,1548,Kb Home,3,Entity,,,,,795266,KB HOME,,
6355,1549,American Italian Pasta Co,3,Entity,,,,,849667,AMERICAN ITALIAN PASTA CO,,
6362,1551,Fleming Companies Inc /ok/,3,Entity,,,,,352949,FLEMING COMPANIES INC /OK/,,
6364,1552,Detour Media Group Inc,3,Entity,,,,,935730,DETOUR MEDIA GROUP INC,,
6367,1554,Master Graphics Inc,3,Entity,,,,,1059363,MASTER GRAPHICS INC,,
6370,1555,Natural Health Trends Corp,3,Entity,,,,,912061,NATURAL HEALTH TRENDS CORP,,
6372,1556,Kbr Inc,3,Entity,,,,,1357615,"KBR, INC.",,
6374,1557,Seracare Life Sciences Inc,3,Entity,,,,,1156295,SERACARE LIFE SCIENCES INC,,
6376,1558,21st Century Technologies Inc,3,Entity,,,,,1090870,21ST CENTURY TECHNOLOGIES INC,,
6378,1559,21st Century Technologies Inc,3,Entity,,,,,1090870,21ST CENTURY TECHNOLOGIES INC,,
6388,1562,Fleming Companies Inc /ok/,3,Entity,,,,,352949,FLEMING COMPANIES INC /OK/,,
6391,1563,Hayes Lemmerz International Inc,3,Entity,,,,,893670,HAYES LEMMERZ INTERNATIONAL INC,,
6393,1564,Voyager Learning Co,3,Entity,,,,,215219,Voyager Learning CO,,
6395,1565,Sun Communities Inc,3,Entity,,,,,912593,SUN COMMUNITIES INC,,
6399,1566,Sun Communities Inc,3,Entity,,,,,912593,SUN COMMUNITIES INC,,
6401,1567,General Reinsurance Corp,3,Entity,,,,,40799,GENERAL REINSURANCE CORP,,
6410,1570,Seracare Life Sciences Inc,3,Entity,,,,,1156295,SERACARE LIFE SCIENCES INC,,
6412,1571,Fine Host Corp,3,Entity,,,,,1011584,FINE HOST CORP,,
6415,1572,Nortel Networks Corp,3,Entity,,,,,72911,NORTEL NETWORKS CORP,,
6417,1573,Refco Securities Llc,3,Entity,,,,,356503,"REFCO SECURITIES, LLC",,
6418,1573,Refco Inc,3,Entity,,,,,1321746,Refco Inc.,,
6419,1573,Refco Group Holdings Inc,3,Entity,,,,,1333598,"Refco Group Holdings, Inc.",,
6420,1573,Refco Group Ltd Llc,3,Entity,,,,,1305468,"Refco Group Ltd., LLC",,
6422,1574,Refco Inc,3,Entity,,,,,1321746,Refco Inc.,,
6423,1574,Refco Group Holdings Inc,3,Entity,,,,,1333598,"Refco Group Holdings, Inc.",,
6424,1574,Refco Group Ltd Llc,3,Entity,,,,,1305468,"Refco Group Ltd., LLC",,
6427,1575,Daleco Resources Corp,3,Entity,,,,,746967,DALECO RESOURCES CORP,,
6429,1577,Cyber Grind Inc,3,Entity,,,,,1111162,CYBER GRIND INC,,
6433,1578,Valcapx Acquisition Corp,3,Entity,,,,,1142056,VALCAPX ACQUISITION CORP,,
6435,1579,Sycamore Networks Inc,3,Entity,,,,,1092367,SYCAMORE NETWORKS INC,,
6442,1581,Igo Corp,3,Entity,,,,,1073773,IGO CORP,,
6444,1582,Igo Corp,3,Entity,,,,,1073773,IGO CORP,,
6458,1585,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
6461,1586,Cms Energy Corp,3,Entity,,,,,811156,CMS ENERGY CORP,,
6463,1587,Cms Energy Corp,3,Entity,,,,,811156,CMS ENERGY CORP,,
6469,1590,Interpublic Group Of Companies Inc,3,Entity,,,,,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",,
6474,1592,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
6476,1593,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
6483,537,Canadian Imperial Bank Of Commerce /can/,3,Entity,,,,,1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,,
6484,537,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6485,537,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6490,536,Nesco Inc/ok,3,Entity,,,,,922868,NESCO INC/OK,,
6493,534,Vivendi,3,Entity,,,,,1127055,VIVENDI,,
6505,542,Mca Financial Corp /mi/,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
6513,533,Parmalat S.p.a.,3,Entity,,,,,1330935,PARMALAT S.P.A.,,
6516,928,Gemstar Tv Guide International Inc,3,Entity,,,,,923282,GEMSTAR TV GUIDE INTERNATIONAL INC,,
6517,928,Tv Guide Inc,3,Entity,,,,,913061,TV GUIDE INC,,
6521,927,Suprema Specialties Inc,3,Entity,,,,,872867,SUPREMA SPECIALTIES INC,,
6533,926,Genesco Inc,3,Entity,,,,,18498,GENESCO INC,,
6537,925,Hpsc Inc,3,Entity,,,,,718909,HPSC INC,,
6546,1594,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
6551,1595,Centerpulse Ltd,3,Entity,,,,,1041073,CENTERPULSE LTD,,
6554,1390,Skillsoft Ltd,3,Entity,,,,,940181,SkillSoft Ltd,,
6558,1393,Azenta Inc,3,Entity,,,,,933974,"Azenta, Inc.",,
6560,1394,United Agri Products Inc,3,Entity,,,,,1274762,UNITED AGRI PRODUCTS INC,,
6564,1396,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
6570,1397,Skillsoft Ltd,3,Entity,,,,,940181,SkillSoft Ltd,,
6575,1398,Skillsoft Ltd,3,Entity,,,,,940181,SkillSoft Ltd,,
6578,1399,Skillsoft Ltd,3,Entity,,,,,940181,SkillSoft Ltd,,
6580,1400,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6581,1400,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6582,1400,Merrill Lynch & Co Inc,3,Entity,,,,,65100,"MERRILL LYNCH & CO., INC.",,
6584,1401,Quovadx Inc,3,Entity,,,,,1094561,QUOVADX INC,,
6597,1404,Om Group Inc,3,Entity,,,,,899723,OM GROUP INC,,
6605,1405,Quovadx Inc,3,Entity,,,,,1094561,QUOVADX INC,,
